rheaid	reactionEquation	L	R
RHEA:60732	H2O + NADP(+) + perillyl aldehyde = 2 H(+) + NADPH + perillate	CHEBI:15377, CHEBI:15421, CHEBI:58349	CHEBI:62641, CHEBI:15378, CHEBI:57783
RHEA:60736	(2E,6E)-farnesal + H2O + NADP(+) = (2E,6E)-farnesoate + 2 H(+) + NADPH	CHEBI:15377, CHEBI:15894, CHEBI:58349	CHEBI:83276, CHEBI:15378, CHEBI:57783
RHEA:60740	(S)-(-)-citronellal + H2O + NADP(+) = (S)-(-)-citronellate + 2 H(+) + NADPH	CHEBI:368, CHEBI:15377, CHEBI:58349	CHEBI:143914, CHEBI:15378, CHEBI:57783
RHEA:60744	(1R,3R)-chrysanthemoyl-CoA + (Z,S)-pyrethrolone = CoA + pyrethrin I	CHEBI:143950, CHEBI:39111	CHEBI:27815, CHEBI:57287
RHEA:60748	(1R,3R)-pyrethroyl-CoA + (Z,S)-pyrethrolone = CoA + pyrethrin II	CHEBI:39111, CHEBI:143953	CHEBI:27474, CHEBI:57287
RHEA:60752	(1R,3R)-chrysanthemoyl-CoA + (Z,S)-jasmololone = CoA + jasmolin I	CHEBI:143950, CHEBI:143951	CHEBI:39113, CHEBI:57287
RHEA:60756	(1R,3R)-chrysanthemoyl-CoA + (Z,S)-cinerolone = cinerin I + CoA	CHEBI:143950, CHEBI:143952	CHEBI:3706, CHEBI:57287
RHEA:60760	(1R,3R)-pyrethroyl-CoA + (Z,S)-jasmololone = CoA + jasmolin II	CHEBI:143953, CHEBI:143951	CHEBI:39114, CHEBI:57287
RHEA:60764	(1R,3R)-pyrethroyl-CoA + (Z,S)-cinerolone = cinerin II + CoA	CHEBI:143953, CHEBI:143952	CHEBI:3707, CHEBI:57287
RHEA:60776	2-oxoglutarate + gibberellin A12 + O2 = CO2 + gibberellin A15 + succinate	CHEBI:58627, CHEBI:15379, CHEBI:16810	CHEBI:143956, CHEBI:30031, CHEBI:16526
RHEA:60780	2-oxoglutarate + gibberellin A15 + O2 = CO2 + gibberellin A24 + H2O + succinate	CHEBI:143956, CHEBI:15379, CHEBI:16810	CHEBI:143957, CHEBI:15377, CHEBI:30031, CHEBI:16526
RHEA:60784	2-oxoglutarate + gibberellin A24 + O2 = CO2 + gibberellin A25 + H(+) + succinate	CHEBI:143957, CHEBI:15379, CHEBI:16810	CHEBI:143959, CHEBI:30031, CHEBI:15378, CHEBI:16526
RHEA:60800	2-oxoglutarate + gibberellin A53 + O2 = CO2 + gibberellin A44 + succinate	CHEBI:143954, CHEBI:15379, CHEBI:16810	CHEBI:143955, CHEBI:30031, CHEBI:16526
RHEA:60804	2-oxoglutarate + gibberellin A19 + O2 = CO2 + gibberellin A17 + H(+) + succinate	CHEBI:15379, CHEBI:16810, CHEBI:58587	CHEBI:143958, CHEBI:30031, CHEBI:15378, CHEBI:16526
RHEA:60820	H2O + NADPH = adenosine 3',5'-bisphosphate + 2 H(+) + reduced beta-nicotinamide D-ribonucleotide	CHEBI:15377, CHEBI:57783	CHEBI:90832, CHEBI:58343, CHEBI:15378
RHEA:60824	H2O + P(1),P(2)-bis(5'-adenosyl) diphosphate = 2 AMP + 2 H(+)	CHEBI:143965, CHEBI:15377	CHEBI:456215, CHEBI:15378
RHEA:60828	a 5'-end triphospho-adenosine in mRNA + H2O = a 5'-end diphospho-adenosine in mRNA + H(+) + phosphate	GENERIC:15676, CHEBI:15377	GENERIC:15678, CHEBI:15378, CHEBI:43474
RHEA:60832	a 5'-end triphospho-guanosine in mRNA + H2O = a 5'-end diphospho-guanosine in mRNA + H(+) + phosphate	GENERIC:15677, CHEBI:15377	GENERIC:15679, CHEBI:15378, CHEBI:43474
RHEA:60836	a 5'-end diphospho-adenosine in mRNA + GTP + H(+) = a 5'-end (5'-triphosphoguanosine)-adenosine in mRNA + diphosphate	GENERIC:15678, CHEBI:15378, CHEBI:37565	GENERIC:15680, CHEBI:33019
RHEA:60840	a 5'-end diphospho-adenosine in mRNA + 2 H(+) + N(epsilon)-GMP-L-lysyl-[protein] = a 5'-end (5'-triphosphoguanosine)-adenosine in mRNA + L-lysyl-[protein]	GENERIC:15678, CHEBI:15378, GENERIC:13946	GENERIC:15680, GENERIC:9752
RHEA:60844	a 5'-end diphospho-guanosine in mRNA + GTP + H(+) = a 5'-end (5'-triphosphoguanosine)-guanosine in mRNA + diphosphate	GENERIC:15679, CHEBI:15378, CHEBI:37565	GENERIC:15681, CHEBI:33019
RHEA:60848	a 5'-end diphospho-guanosine in mRNA + 2 H(+) + N(epsilon)-GMP-L-lysyl-[protein] = a 5'-end (5'-triphosphoguanosine)-guanosine in mRNA + L-lysyl-[protein]	GENERIC:15679, CHEBI:15378, GENERIC:13946	GENERIC:15681, GENERIC:9752
RHEA:60852	a 5'-end (5'-triphosphoguanosine)-adenosine in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-adenosine in mRNA + S-adenosyl-L-homocysteine	GENERIC:15680, CHEBI:59789	GENERIC:15682, CHEBI:57856
RHEA:60856	a 5'-end (5'-triphosphoguanosine)-guanosine in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-guanosine in mRNA + S-adenosyl-L-homocysteine	GENERIC:15681, CHEBI:59789	GENERIC:15683, CHEBI:57856
RHEA:60860	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-adenosine in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-adenosine) in mRNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:15682, CHEBI:59789	GENERIC:15684, CHEBI:15378, CHEBI:57856
RHEA:60864	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-guanosine in mRNA + S-adenosyl-L-methionine = a 5'-end (N7-methyl 5'-triphosphoguanosine)-(2'-O-methyl-guanosine) in mRNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:15683, CHEBI:59789	GENERIC:15685, CHEBI:15378, CHEBI:57856
RHEA:60868	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-adenosine in mRNA + H2O = a 5'-end phospho-adenosine in mRNA + 2 H(+) + N(7)-methylguanosine 5'-diphosphate	GENERIC:15682, CHEBI:15377	GENERIC:15686, CHEBI:63714, CHEBI:15378
RHEA:60872	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-guanosine in mRNA + H2O = a 5'-end phospho-guanosine in mRNA + 2 H(+) + N(7)-methylguanosine 5'-diphosphate	GENERIC:15683, CHEBI:15377	GENERIC:15687, CHEBI:63714, CHEBI:15378
RHEA:60876	a 5'-end NAD(+)-phospho-ribonucleoside in mRNA + H2O = a 5'-end phospho-adenosine-phospho-ribonucleoside in mRNA + beta-nicotinamide D-ribonucleotide + 2 H(+)	GENERIC:15698, CHEBI:15377	GENERIC:15719, CHEBI:15378, CHEBI:14649
RHEA:60880	a 5'-end NAD(+)-phospho-ribonucleoside in mRNA + H2O = a 5'-end phospho-ribonucleoside in mRNA + H(+) + NAD(+)	GENERIC:15698, CHEBI:15377	GENERIC:15692, CHEBI:15378, CHEBI:57540
RHEA:60884	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-adenosine-phospho-ribonucleoside in mRNA + H2O = (N(7)-methyl 5'-triphospho-guanosine)-adenosine + a 5'-end phospho-ribonucleoside in mRNA + H(+)	GENERIC:15693, CHEBI:15377	GENERIC:15692, CHEBI:144023, CHEBI:15378
RHEA:60888	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-guanosine-phospho-ribonucleoside in mRNA + H2O = (N(7)-methyl 5'-triphospho-guanosine)-guanosine + a 5'-end phospho-ribonucleoside in mRNA + H(+)	GENERIC:15694, CHEBI:15377	GENERIC:15692, CHEBI:144024, CHEBI:15378
RHEA:60892	a 5'-end NAD(+)-phospho-ribonucleoside in snoRNA + H2O = a 5'-end phospho-ribonucleoside in snoRNA + H(+) + NAD(+)	GENERIC:15699, CHEBI:15377	GENERIC:15700, CHEBI:15378, CHEBI:57540
RHEA:60900	a cytidine in RNA + S-adenosyl-L-methionine = an N(3)-methylcytidine in RNA + H(+) + S-adenosyl-L-homocysteine	GENERIC:15704, CHEBI:59789	GENERIC:15705, CHEBI:15378, CHEBI:57856
RHEA:60904	(9Z,12Z,15Z)-octadecatrienoate + O2 = 13-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate	CHEBI:15379, CHEBI:32387	CHEBI:144034
RHEA:60908	a cytidine in tRNA + S-adenosyl-L-methionine = an N(3)-methylcytidine in tRNA + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789, GENERIC:13670	GENERIC:15709, CHEBI:15378, CHEBI:57856
RHEA:60912	cytidine(32) in tRNA(Arg)(CCU) + S-adenosyl-L-methionine = H(+) + N(3)-methylcytidine(32) in tRNA(Arg)(CCU) + S-adenosyl-L-homocysteine	GENERIC:15710, CHEBI:59789	GENERIC:15712, CHEBI:15378, CHEBI:57856
RHEA:60916	a cytidine in mRNA + S-adenosyl-L-methionine = an N(3)-methylcytidine in mRNA + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789, GENERIC:15145	GENERIC:15713, CHEBI:15378, CHEBI:57856
RHEA:60920	2-oxoglutarate + an N(3)-methylcytidine in mRNA + O2 = a cytidine in mRNA + CO2 + formaldehyde + succinate	GENERIC:15713, CHEBI:15379, CHEBI:16810	CHEBI:16842, CHEBI:30031, CHEBI:16526, GENERIC:15145
RHEA:60924	2-oxoglutarate + N(6)-methyl-L-lysyl-[protein] + O2 = CO2 + formaldehyde + L-lysyl-[protein] + succinate	CHEBI:15379, CHEBI:16810, GENERIC:13053	CHEBI:16842, CHEBI:30031, CHEBI:16526, GENERIC:9752
RHEA:60928	(9Z)-octadecenoate + O2 + reduced [NADPH--hemoprotein reductase] = 17-hydroxy-(9Z)-octadecenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:30823	CHEBI:144040, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:60932	(9Z,12Z)-octadecadienoate + O2 + reduced [NADPH--hemoprotein reductase] = 17-hydroxy-(9Z,12Z)-octadecadienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:30245	CHEBI:144041, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:60936	an (omega-1)-ethyl fatty acid + O2 + reduced [NADPH--hemoprotein reductase] = an (omega-1)-hydroxy-long-chain fatty acid + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:84493, GENERIC:11964, CHEBI:15379	CHEBI:144045, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:60940	(9Z)-hexadecenoate + O2 + reduced [NADPH--hemoprotein reductase] = (9Z)-16-hydroxyhexadec-9-enoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:32372, GENERIC:11964, CHEBI:15379	CHEBI:144048, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:60944	quercetin + S-adenosyl-L-methionine = H(+) + isorhamnetin + S-adenosyl-L-homocysteine	CHEBI:57694, CHEBI:59789	CHEBI:144055, CHEBI:15378, CHEBI:57856
RHEA:60948	(S)-eriodictyol + S-adenosyl-L-methionine = (S)-homoeriodictyol + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789, CHEBI:28412	CHEBI:74960, CHEBI:15378, CHEBI:57856
RHEA:60952	(E)-5-hydroxyferulate + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + trans-sinapate	CHEBI:144381, CHEBI:59789	CHEBI:30023, CHEBI:15378, CHEBI:57856
RHEA:60956	17-hydroxy-(9Z)-octadecenoate + UDP-alpha-D-glucose = (9Z)-17-hydroxyoctadec-9-enoate 17-O-beta-D-glucoside + H(+) + UDP	CHEBI:144040, CHEBI:58885	CHEBI:144057, CHEBI:58223, CHEBI:15378
RHEA:60960	18-hydroxy-(9Z)-octadecenoate + UDP-alpha-D-glucose = (9Z)-18-hydroxyoctadec-9-enoate 18-O-beta-D-glucoside + H(+) + UDP	CHEBI:78424, CHEBI:58885	CHEBI:144061, CHEBI:58223, CHEBI:15378
RHEA:60964	(9Z)-17-hydroxyoctadec-9-enoate 17-O-beta-D-glucoside + UDP-alpha-D-glucose = (9Z)-17-hydroxyoctadec-9-enoate 17-O-sophoroside + H(+) + UDP	CHEBI:144057, CHEBI:58885	CHEBI:144058, CHEBI:58223, CHEBI:15378
RHEA:60972	hexan-1-ol + NAD(+) = H(+) + hexanal + NADH	CHEBI:87393, CHEBI:57540	CHEBI:88528, CHEBI:57945, CHEBI:15378
RHEA:60976	(E)-4-hydroxynon-2-en-1-ol + NAD(+) = (E)-4-hydroxynon-2-enal + H(+) + NADH	CHEBI:142617, CHEBI:57540	CHEBI:58968, CHEBI:57945, CHEBI:15378
RHEA:60980	12-hydroxydodecanoate + NAD(+) = 12-oxododecanoate + H(+) + NADH	CHEBI:36204, CHEBI:57540	CHEBI:144067, CHEBI:57945, CHEBI:15378
RHEA:60984	16-hydroxyhexadecanoate + NAD(+) = 16-oxohexadecanoate + H(+) + NADH	CHEBI:55329, CHEBI:57540	CHEBI:144068, CHEBI:57945, CHEBI:15378
RHEA:60988	(E)-hex-2-en-1-ol + NAD(+) = (E)-2-hexenal + H(+) + NADH	CHEBI:57540, CHEBI:141205	CHEBI:28913, CHEBI:57945, CHEBI:15378
RHEA:60996	H2O + L-leucine + O2 = 4-methyl-2-oxopentanoate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:57427	CHEBI:28938, CHEBI:16240, CHEBI:17865
RHEA:61020	acetyl-CoA + H2O + S-adenosyl-L-methionine + uridine(34) in tRNA = 5'-deoxyadenosine + carboxymethyluridine(34) in tRNA + CoA + 2 H(+) + L-methionine	GENERIC:11727, CHEBI:15377, CHEBI:57288, CHEBI:59789	GENERIC:10407, CHEBI:57287, CHEBI:57844, CHEBI:15378, CHEBI:17319
RHEA:61028	itaconate + L-cysteinyl-[protein] = S-(2,3-dicarboxypropyl)-L-cysteinyl-[protein]	GENERIC:10131, CHEBI:17240	GENERIC:15737
RHEA:61032	3',5-dihydroxy-3,4',7-trimethoxyflavone + S-adenosyl-L-methionine = 5-hydroxy-3,7,3',4'-tetramethoxyflavone + H(+) + S-adenosyl-L-homocysteine	CHEBI:77770, CHEBI:59789	CHEBI:144096, CHEBI:15378, CHEBI:57856
RHEA:61040	(+)-vincadifformine + O2 + reduced [NADPH--hemoprotein reductase] = (+)-minovincinine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:142830	CHEBI:144371, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61044	(-)-tabersonine + O2 + reduced [NADPH--hemoprotein reductase] = (-)-(R)-19-hydroxytabersonine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:57893	CHEBI:144372, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61048	lochnericine + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + horhammericine + oxidized [NADPH--hemoprotein reductase]	CHEBI:144374, GENERIC:11964, CHEBI:15379	CHEBI:144375, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61052	(-)-vincadifformine + O2 + reduced [NADPH--hemoprotein reductase] = (-)-minovincinine + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:142771	CHEBI:144373, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61056	(-)-tabersonine + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + lochnericine + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:57893	CHEBI:144374, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61068	acetyl-CoA + horhammericine = 19-O-acetylhorhammericine + CoA	CHEBI:144375, CHEBI:57288	CHEBI:144376, CHEBI:57287
RHEA:61072	(-)-(R)-19-hydroxytabersonine + acetyl-CoA = (-)-(R)-19-O-acetyltabersonine + CoA	CHEBI:144372, CHEBI:57288	CHEBI:144377, CHEBI:57287
RHEA:61076	(-)-minovincinine + acetyl-CoA = (-)-echitovenine + CoA	CHEBI:144373, CHEBI:57288	CHEBI:144384, CHEBI:57287
RHEA:61080	(+)-minovincinine + acetyl-CoA = (+)-echitovenine + CoA	CHEBI:144371, CHEBI:57288	CHEBI:144379, CHEBI:57287
RHEA:61084	(S)-naringenin + 2-oxoglutarate + O2 = (2R,3R)-dihydrokaempferol + CO2 + succinate	CHEBI:15379, CHEBI:16810, CHEBI:17846	CHEBI:15401, CHEBI:30031, CHEBI:16526
RHEA:61088	(S)-eriodictyol + 2-oxoglutarate + O2 = (2R,3R)-dihydroquercetin + CO2 + succinate	CHEBI:15379, CHEBI:16810, CHEBI:28412	CHEBI:30031, CHEBI:16526, CHEBI:17948
RHEA:61092	H2O + N(2)-acetyl-L-citrulline = acetate + L-citrulline	CHEBI:15377, CHEBI:58765	CHEBI:57743, CHEBI:30089
RHEA:61096	(S)-naringenin + O2 + reduced [NADPH--hemoprotein reductase] = (S)-eriodictyol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:17846	GENERIC:11965, CHEBI:15377, CHEBI:15378, CHEBI:28412
RHEA:61100	(S)-eriodictyol + O2 + reduced [NADPH--hemoprotein reductase] = (2S)-dihydrotricetin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:28412	CHEBI:48026, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61104	(S)-naringenin + 2 O2 + 2 reduced [NADPH--hemoprotein reductase] = (2S)-dihydrotricetin + 2 H(+) + 2 H2O + 2 oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:17846	CHEBI:48026, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61108	(2R,3R)-dihydrokaempferol + 2 O2 + 2 reduced [NADPH--hemoprotein reductase] = (2R,3R)-dihydromyricetin + 2 H(+) + 2 H2O + 2 oxidized [NADPH--hemoprotein reductase]	CHEBI:15401, GENERIC:11964, CHEBI:15379	CHEBI:28429, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61112	(2R,3R)-dihydrokaempferol + O2 + reduced [NADPH--hemoprotein reductase] = (2R,3R)-dihydroquercetin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:15401, GENERIC:11964, CHEBI:15379	GENERIC:11965, CHEBI:15377, CHEBI:15378, CHEBI:17948
RHEA:61116	(2R,3R)-dihydroquercetin + O2 + reduced [NADPH--hemoprotein reductase] = (2R,3R)-dihydromyricetin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:17948	CHEBI:28429, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61120	kaempferol + 2 O2 + 2 reduced [NADPH--hemoprotein reductase] = 2 H(+) + 2 H2O + myricetin + 2 oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:58573	CHEBI:58395, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61124	kaempferol + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + oxidized [NADPH--hemoprotein reductase] + quercetin	GENERIC:11964, CHEBI:15379, CHEBI:58573	GENERIC:11965, CHEBI:15377, CHEBI:57694, CHEBI:15378
RHEA:61128	O2 + quercetin + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + myricetin + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:57694	CHEBI:58395, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:61132	(2R,3R)-dihydrokaempferol + 2-oxoglutarate + O2 = CO2 + H(+) + H2O + kaempferol + succinate	CHEBI:15401, CHEBI:15379, CHEBI:16810	CHEBI:15377, CHEBI:30031, CHEBI:15378, CHEBI:16526, CHEBI:58573
RHEA:61136	(2R,3R)-dihydroquercetin + 2-oxoglutarate + O2 = CO2 + H(+) + H2O + quercetin + succinate	CHEBI:15379, CHEBI:16810, CHEBI:17948	CHEBI:15377, CHEBI:57694, CHEBI:30031, CHEBI:15378, CHEBI:16526
RHEA:61140	(2R,3R)-dihydromyricetin + 2-oxoglutarate + O2 = CO2 + H(+) + H2O + myricetin + succinate	CHEBI:28429, CHEBI:15379, CHEBI:16810	CHEBI:58395, CHEBI:15377, CHEBI:30031, CHEBI:15378, CHEBI:16526
RHEA:61144	myricetin + UDP-beta-L-rhamnose = H(+) + myricetin 3-O-alpha-L-rhamnoside + UDP	CHEBI:83836, CHEBI:58395	CHEBI:144432, CHEBI:58223, CHEBI:15378
RHEA:61148	myricetin 3-O-alpha-L-rhamnoside + UDP-alpha-D-glucose = H(+) + myricetin 3-O-[beta-D-glucosyl-(1->2)-alpha-L-rhamnoside] + UDP	CHEBI:144432, CHEBI:58885	CHEBI:144429, CHEBI:58223, CHEBI:15378
RHEA:61152	(E)-caffeoyl-CoA + myricetin 3-O-[beta-D-glucosyl-(1->2)-alpha-L-rhamnoside] = CoA + myricetin 3-O-[(6-O-(E)-caffeoyl-beta-D-glucosyl)-(1->2)-alpha-L-rhamnoside]	CHEBI:144429, CHEBI:87136	CHEBI:144428, CHEBI:57287
RHEA:61156	3'-dephospho-CoA + GTP = CoA + GDP + H(+)	CHEBI:37565, CHEBI:57328	CHEBI:57287, CHEBI:15378, CHEBI:58189
RHEA:61160	quercetin + UDP-beta-L-rhamnose = H(+) + quercitrin + UDP	CHEBI:57694, CHEBI:83836	CHEBI:58223, CHEBI:15378, CHEBI:58192
RHEA:61164	kaempferol + UDP-beta-L-rhamnose = H(+) + kaempferol 3-O-alpha-L-rhamnoside + UDP	CHEBI:83836, CHEBI:58573	CHEBI:144433, CHEBI:58223, CHEBI:15378
RHEA:61168	quercetin 3-O-beta-D-glucoside + UDP-alpha-D-glucose = H(+) + quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside + UDP	CHEBI:144437, CHEBI:58885	CHEBI:144438, CHEBI:58223, CHEBI:15378
RHEA:61172	myricetin 3-O-beta-D-glucoside + UDP-alpha-D-glucose = H(+) + myricetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside + UDP	CHEBI:144444, CHEBI:58885	CHEBI:144439, CHEBI:58223, CHEBI:15378
RHEA:61176	(E)-caffeoyl-CoA + quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside = CoA + H(+) + quercetin 3-O-[(6-O-[(E)-caffeoyl]-beta-D-glucosyl)-(1->2)-beta-D-glucoside]	CHEBI:144438, CHEBI:87136	CHEBI:144440, CHEBI:57287, CHEBI:15378
RHEA:61180	quercetin + UDP-alpha-D-glucose = H(+) + quercetin 3-O-beta-D-glucoside + UDP	CHEBI:57694, CHEBI:58885	CHEBI:144437, CHEBI:58223, CHEBI:15378
RHEA:61184	quercitrin + UDP-beta-L-rhamnose = H(+) + quercetin 3,7-bis-O-alpha-L-rhamnoside + UDP	CHEBI:58192, CHEBI:83836	CHEBI:144435, CHEBI:58223, CHEBI:15378
RHEA:61188	quercetin 3-O-beta-D-glucoside + UDP-beta-L-rhamnose = H(+) + quercetin 3-O-beta-D-glucoside-7-O-alpha-L-rhamnoside + UDP	CHEBI:144437, CHEBI:83836	CHEBI:144436, CHEBI:58223, CHEBI:15378
RHEA:61192	(E)-4-coumaroyl-CoA + myricetin 3-O-[beta-D-glucosyl-(1->2)-alpha-L-rhamnoside] = CoA + H(+) + myricetin 3-O-[(6-O-(E)-4-coumaroyl-beta-D-glucosyl)-(1->2)-alpha-L-rhamnoside]	CHEBI:144429, CHEBI:85008	CHEBI:144445, CHEBI:57287, CHEBI:15378
RHEA:61196	(E)-feruloyl-CoA + myricetin 3-O-[beta-D-glucosyl-(1->2)-alpha-L-rhamnoside] = CoA + H(+) + myricetin 3-O-[(6-O-[(E)-feruloyl]-beta-D-glucosyl)-(1->2)-alpha-L-rhamnoside]	CHEBI:144429, CHEBI:87305	CHEBI:144446, CHEBI:57287, CHEBI:15378
RHEA:61200	acetyl-CoA + myricetin 3-O-[beta-D-glucosyl-(1->2)-alpha-L-rhamnoside] = CoA + myricetin 3-O-[(6-O-acetyl-beta-D-glucosyl)-(1->2)-alpha-L-rhamnoside]	CHEBI:144429, CHEBI:57288	CHEBI:144447, CHEBI:57287
RHEA:61204	L-arginyl-[protein] + L-cysteinyl-[protein] + methylglyoxal = H(+) + 2 H2O + N(5)-[4-(S-L-cysteinyl-[protein])-5-methyl-1H-imidazol-2-yl]-L-ornithinyl-[protein]	GENERIC:10131, GENERIC:10532, CHEBI:17158	GENERIC:15770, CHEBI:15377, CHEBI:15378
RHEA:61208	8-nitro-cGMP + L-cysteinyl-[protein] = H(+) + nitrite + S-(guanosine 3',5'-cyclic phosphate)-L-cysteinyl-[protein]	CHEBI:144462, GENERIC:10131	GENERIC:15771, CHEBI:15378, CHEBI:16301
RHEA:61212	myricetin + UDP-alpha-D-glucose = H(+) + myricetin 3-O-beta-D-glucoside + UDP	CHEBI:58395, CHEBI:58885	CHEBI:144444, CHEBI:58223, CHEBI:15378
RHEA:61216	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate + 1D-myo-inositol 3-phosphate = 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate) + CMP + H(+)	CHEBI:85356, CHEBI:58401	CHEBI:144472, CHEBI:15378, CHEBI:60377
RHEA:61220	1,2-dihexadecanoyl-sn-glycero-3-CDP + 1D-myo-inositol 3-phosphate = 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate) + CMP + H(+)	CHEBI:77190, CHEBI:58401	CHEBI:78995, CHEBI:15378, CHEBI:60377
RHEA:61224	H2O + L-asparagine + O2 = 2-oxosuccinamate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:58048	CHEBI:28938, CHEBI:16240, CHEBI:57735
RHEA:61228	H2O + L-histidine + O2 = 3-(imidazol-5-yl)pyruvate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:57595	CHEBI:28938, CHEBI:58133, CHEBI:16240
RHEA:61232	H2O + L-isoleucine + O2 = (S)-3-methyl-2-oxopentanoate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:58045	CHEBI:28938, CHEBI:35146, CHEBI:16240
RHEA:61236	H2O + L-methionine + O2 = 4-methylsulfanyl-2-oxobutanoate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:57844	CHEBI:16723, CHEBI:28938, CHEBI:16240
RHEA:61240	H2O + L-phenylalanine + O2 = 3-phenylpyruvate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:58095	CHEBI:28938, CHEBI:18005, CHEBI:16240
RHEA:61244	H2O + L-tryptophan + O2 = H2O2 + indole-3-pyruvate + NH4(+)	CHEBI:15379, CHEBI:15377, CHEBI:57912	CHEBI:28938, CHEBI:16240, CHEBI:17640
RHEA:61248	H2O + L-tyrosine + O2 = 3-(4-hydroxyphenyl)pyruvate + H2O2 + NH4(+)	CHEBI:58315, CHEBI:15379, CHEBI:15377	CHEBI:28938, CHEBI:16240, CHEBI:36242
RHEA:61252	H2O + L-valine + O2 = 3-methyl-2-oxobutanoate + H2O2 + NH4(+)	CHEBI:15379, CHEBI:57762, CHEBI:15377	CHEBI:28938, CHEBI:11851, CHEBI:16240
